GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AB84001,AB84002,AB84003,AB84004,AB84005,AB84006,AB84007,AB84008,AB84009,AB84010,AB84011,AB84012,AB84013,AB84014,AB84015,AB84016,AB84017,AB84018
"G0100010","1925","Alabama","010","Autauga","0010","AUTAUGA",34012,33585,120,194,113,0,250,1482,,,0,0,,,19,1821,6340,5
"G0100030","1925","Alabama","010","Baldwin","0030","BALDWIN",21129,20739,178,74,138,0,9,143,,,0,0,,,31,346,8621,74
"G0100050","1925","Alabama","010","Barbour","0050","BARBOUR",57116,56660,0,456,0,89,233,509,,,0,0,,,107,22840,2059,0
"G0100070","1925","Alabama","010","Bibb","0070","BIBB",19528,19423,0,79,26,33,16,1093,,,0,0,,,258,324,1783,12
"G0100090","1925","Alabama","010","Blount","0090","BLOUNT",44151,43429,12,684,26,108,314,1941,,,0,0,,,1272,879,429,59
"G0100110","1925","Alabama","010","Bullock","0110","BULLOCK",42741,42670,10,61,0,0,107,129,,,0,0,,,36,924,1778,72
"G0100130","1925","Alabama","010","Butler","0130","BUTLER",53524,53426,0,94,4,69,161,1576,,,0,0,,,18,1137,12225,82
"G0100150","1925","Alabama","010","Calhoun","0150","CALHOUN/BENTON",31187,29564,192,1421,10,150,196,743,,,0,0,,,1164,57,354,89
"G0100170","1925","Alabama","010","Chambers","0170","CHAMBERS",47944,46591,340,968,45,140,252,2185,,,0,0,,,320,179,4561,17
"G0100190","1925","Alabama","010","Cherokee","0190","CHEROKEE",38175,36575,12,1585,3,207,185,591,,,0,0,,,1468,118,104,13
"G0100210","1925","Alabama","010","Chilton","0210","CHILTON/BAKER",36369,36172,0,167,30,36,435,2512,,,0,0,,,84,274,9034,28
"G0100230","1925","Alabama","010","Choctaw","0230","CHOCTAW",26210,26182,0,28,0,26,19,457,,,0,0,,,57,340,3558,11
"G0100250","1925","Alabama","010","Clarke","0250","CLARKE",36114,35806,0,255,53,0,13,366,,,0,0,,,102,585,6418,4
"G0100270","1925","Alabama","010","Clay","0270","CLAY",34082,33833,23,198,28,88,342,1535,,,0,0,,,563,65,3058,66
"G0100290","1925","Alabama","010","Cleburne","0290","CLEBURNE",23362,22802,0,518,42,46,49,381,,,0,0,,,275,53,136,14
"G0100310","1925","Alabama","010","Coffee","0310","COFFEE",73801,73468,39,248,46,43,8,435,,,0,0,,,55,52087,18525,0
"G0100330","1925","Alabama","010","Colbert","0330","COLBERT",35326,35090,43,175,18,61,50,479,,,0,0,,,652,27,101,0
"G0100350","1925","Alabama","010","Conecuh","0350","CONECUH",45464,45362,0,75,27,0,72,835,,,0,0,,,7,2411,12570,8
"G0100370","1925","Alabama","010","Coosa","0370","COOSA",20231,20198,0,33,0,13,191,808,,,0,0,,,100,67,596,5
"G0100390","1925","Alabama","010","Covington","0390","COVINGTON",77913,77659,4,114,136,0,157,798,,,0,0,,,60,10980,31297,26
"G0100410","1925","Alabama","010","Crenshaw","0410","CRENSHAW",57767,57398,12,346,11,52,76,655,,,0,0,,,15,9154,9852,19
"G0100430","1925","Alabama","010","Cullman","0430","CULLMAN",58324,57383,64,873,4,23,138,3012,,,0,0,,,720,258,514,46
"G0100450","1925","Alabama","010","Dale","0450","DALE",44089,43799,5,272,13,0,7,350,,,0,0,,,14,33070,15723,63
"G0100470","1925","Alabama","010","Dallas","0470","DALLAS",41801,41086,50,396,269,199,278,1208,,,0,0,,,198,280,580,19
"G0100490","1925","Alabama","010","DeKalb","0490","DE KALB",74338,73830,45,447,16,322,126,1103,,,0,0,,,589,186,103,52
"G0100510","1925","Alabama","010","Elmore","0510","ELMORE",36761,36569,0,177,15,57,699,2269,,,0,0,,,32,74,3570,8
"G0100530","1925","Alabama","010","Escambia","0530","ESCAMBIA",26916,26843,0,73,0,0,30,415,,,0,0,,,5,816,10549,13
"G0100550","1925","Alabama","010","Etowah","0550","ETOWAH",35502,34772,205,503,22,37,102,618,,,0,0,,,1056,45,88,11
"G0100570","1925","Alabama","010","Fayette","0570","FAYETTE",33118,33009,0,103,6,115,44,1040,,,0,0,,,237,498,1900,45
"G0100590","1925","Alabama","010","Franklin","0590","FRANKLIN",37888,37789,0,94,5,63,104,606,,,0,0,,,314,67,54,6
"G0100610","1925","Alabama","010","Geneva","0610","GENEVA",63684,63534,0,75,75,0,102,641,,,0,0,,,48,34600,38594,19
"G0100630","1925","Alabama","010","Greene","0630","GREENE",26379,26306,0,64,9,43,207,667,,,0,0,,,227,253,855,12
"G0100650","1925","Alabama","010","Hale","0650","HALE",26449,26400,0,36,13,36,249,183,,,0,0,,,143,386,558,47
"G0100670","1925","Alabama","010","Henry","0670","HENRY",44940,43990,9,913,28,61,205,780,,,0,0,,,31,21234,11853,16
"G0100690","1925","Alabama","010","Houston","0690","HOUSTON",71151,70699,50,118,284,0,286,885,,,0,0,,,23,22290,40885,204
"G0100710","1925","Alabama","010","Jackson","0710","JACKSON",78428,77819,82,477,50,308,132,815,,,0,0,,,478,56,13,6
"G0100730","1925","Alabama","010","Jefferson","0730","JEFFERSON",29822,27866,415,1486,55,88,73,1359,,,0,0,,,870,185,409,61
"G0100750","1925","Alabama","010","Lamar","0750","LAMAR/SANFORD",29069,28941,8,116,4,33,8,1173,,,0,0,,,149,515,1016,18
"G0100770","1925","Alabama","010","Lauderdale","0770","LAUDERDALE",58687,58377,58,230,22,448,101,2130,,,0,0,,,740,140,10,6
"G0100790","1925","Alabama","010","Lawrence","0790","LAWRENCE",54495,53188,0,1281,26,180,19,1880,,,0,0,,,2073,53,42,153
"G0100810","1925","Alabama","010","Lee","0810","LEE",41147,41118,0,29,0,81,77,952,,,0,0,,,122,21,1709,0
"G0100830","1925","Alabama","010","Limestone","0830","LIMESTONE",55585,54090,5,1394,96,502,213,2817,,,0,0,,,346,29,22,7
"G0100850","1925","Alabama","010","Lowndes","0850","LOWNDES",34965,34732,127,46,60,36,307,779,,,0,0,,,175,323,1690,28
"G0100870","1925","Alabama","010","Macon","0870","MACON",33018,32401,30,280,307,80,88,921,,,0,0,,,76,133,1311,15
"G0100890","1925","Alabama","010","Madison","0890","MADISON",67970,65048,143,2635,144,183,482,3411,,,0,0,,,1287,54,59,23
"G0100910","1925","Alabama","010","Marengo","0910","MARENGO",37874,37694,120,44,16,58,176,385,,,0,0,,,168,820,2399,22
"G0100930","1925","Alabama","010","Marion","0930","MARION",41484,41337,0,78,69,167,47,680,,,0,0,,,169,269,538,56
"G0100950","1925","Alabama","010","Marshall","0950","MARSHALL",60195,59895,30,242,28,204,73,689,,,0,0,,,440,83,130,45
"G0100970","1925","Alabama","010","Mobile","0970","MOBILE",12662,11759,387,169,347,0,8,208,,,0,0,,,63,11,4660,16
"G0100990","1925","Alabama","010","Monroe","0990","MONROE",41927,41890,0,28,9,0,144,685,,,0,0,,,22,946,6017,45
"G0101010","1925","Alabama","010","Montgomery","1010","MONTGOMERY",44252,43995,129,101,27,34,768,856,,,0,0,,,315,872,2009,44
"G0101030","1925","Alabama","010","Morgan","1030","MORGAN/COTACO",49306,48667,0,594,45,230,122,1767,,,0,0,,,1559,76,115,6
"G0101050","1925","Alabama","010","Perry","1050","PERRY",32205,31735,55,403,12,114,244,1390,,,0,0,,,443,1114,1726,40
"G0101070","1925","Alabama","010","Pickens","1070","PICKENS",33695,33295,150,249,1,357,138,1307,,,0,0,,,118,452,1560,52
"G0101090","1925","Alabama","010","Pike","1090","PIKE",66938,66467,24,403,44,42,38,344,,,0,0,,,208,25684,6816,19
"G0101110","1925","Alabama","010","Randolph","1110","RANDOLPH",42261,41960,4,297,0,132,377,2042,,,0,0,,,520,141,1789,16
"G0101130","1925","Alabama","010","Russell","1130","RUSSELL",39528,39210,0,272,46,43,235,772,,,0,0,,,85,704,1611,38
"G0101150","1925","Alabama","010","St Clair","1150","ST CLAIR",32041,31751,0,256,34,105,123,1088,,,0,0,,,792,96,382,19
"G0101170","1925","Alabama","010","Shelby","1170","SHELBY",24974,24514,72,378,10,42,272,1296,,,0,0,,,247,112,720,11
"G0101190","1925","Alabama","010","Sumter","1190","SUMTER",29200,28937,0,237,26,108,29,104,,,0,0,,,303,354,483,1
"G0101210","1925","Alabama","010","Talladega","1210","TALLADEGA",47208,44824,175,2078,131,109,812,3220,,,0,0,,,290,95,549,14
"G0101230","1925","Alabama","010","Tallapoosa","1230","TALLAPOOSA",41621,41133,78,377,33,79,244,2378,,,0,0,,,198,68,4067,22
"G0101250","1925","Alabama","010","Tuscaloosa","1250","TUSCALOOSA",39807,39105,75,582,45,75,29,1511,,,0,0,,,167,788,1096,80
"G0101270","1925","Alabama","010","Walker","1270","WALKER",36435,35910,12,354,159,67,14,1550,,,0,0,,,716,315,1503,24
"G0101290","1925","Alabama","010","Washington","1290","WASHINGTON",16069,15917,0,79,73,0,34,641,,,0,0,,,62,361,4975,33
"G0101310","1925","Alabama","010","Wilcox","1310","WILCOX",34157,34054,0,63,40,36,27,199,,,0,0,,,167,143,1364,3
"G0101330","1925","Alabama","010","Winston","1330","WINSTON/HANCOCK",24262,24178,0,79,5,12,1,907,,,0,0,,,199,89,857,21
"G0250015","1925","Alaska Territory","025","First Judicial Dist","0015","FIRST JUDICICIAL DIST",,,,,,,,,,,,,,,,,,
"G0250035","1925","Alaska Territory","025","Fourth Judicial Dist","0035","SECOND JUDICICIAL DIST",,,,,,,,,,,,,,,,,,
"G0250075","1925","Alaska Territory","025","Second Judicial Dist","0075","THIRD JUDICICIAL DIST",,,,,,,,,,,,,,,,,,
"G0250115","1925","Alaska Territory","025","Third Judicial Dist","0115","FOURTH JUDICICIAL DIST",,,,,,,,,,,,,,,,,,
"G0400010","1925","Arizona","040","Apache","0010","APACHE",2816,1991,0,795,30,463,2350,260,365,2,0,0,0,6,228,,0,371
"G0400030","1925","Arizona","040","Cochise","0030","COCHISE",1460,739,183,437,101,223,16,221,359,0,0,0,0,1493,1640,,0,841
"G0400050","1925","Arizona","040","Coconino","0050","COCONINO",3156,2495,43,590,28,438,825,120,17,156,0,0,0,16,484,,0,1204
"G0400070","1925","Arizona","040","Gila","0070","GILA",2257,1415,161,591,90,311,0,228,109,0,0,0,0,140,604,,0,250
"G0400090","1925","Arizona","040","Graham","0090","GRAHAM",940,656,119,58,107,1883,0,111,1929,10,0,0,0,241,110,,0,86
"G0400110","1925","Arizona","040","Greenlee","0110","GREENLEE",1020,752,30,16,222,673,124,51,282,0,0,0,0,2,74,,0,53
"G0400130","1925","Arizona","040","Maricopa","0130","MARICOPA",2698,814,1035,518,331,9460,744,439,10140,4,0,0,0,3475,872,,0,265
"G0400150","1925","Arizona","040","Mohave","0150","MOHAVE",151,48,0,20,83,62,26,21,28,0,0,0,0,0,21,,0,1
"G0400170","1925","Arizona","040","Navajo","0170","NAVAJO",8065,5106,427,2332,200,253,494,813,3,0,0,0,0,8,297,,0,1208
"G0400190","1925","Arizona","040","Pima","0190","PIMA",2313,295,899,710,409,12405,0,25,45,0,0,0,0,404,207,,0,237
"G0400210","1925","Arizona","040","Pinal","0210","PINAL",469,426,10,29,4,5614,15,42,3411,0,0,0,0,468,38,,0,119
"G0400230","1925","Arizona","040","Santa Cruz","0230","SANTA CRUZ",1581,1078,170,175,158,76,0,127,46,0,0,0,0,713,959,,0,519
"G0400250","1925","Arizona","040","Yavapai","0250","YAVAPAI",3594,1115,203,965,1311,34,244,85,45,0,0,0,0,251,397,,0,411
"G0400270","1925","Arizona","040","Yuma","0270","YUMA",173,13,0,64,96,267,12,12,120,0,0,0,0,1148,333,,0,0
"G0500010","1925","Arkansas","050","Arkansas","0010","ARKANSAS",16415,15108,16,341,950,48,9474,378,40,0,0,,92339,10,58,24,0,0
"G0500030","1925","Arkansas","050","Ashley","0030","ASHLEY",18590,16788,59,1399,344,56,446,286,0,0,0,,0,8,197,115,92,6
"G0500050","1925","Arkansas","050","Baxter","0050","BAXTER",13230,12592,36,589,13,709,337,2417,0,11,0,,0,120,2132,18,11,32
"G0500070","1925","Arkansas","050","Benton","0070","BENTON",41424,37223,448,3580,173,5044,8262,13773,564,175,0,,0,402,6154,21,342,94
"G0500090","1925","Arkansas","050","Boone","0090","BOONE",21784,20492,33,1184,75,2014,2974,4738,3,45,0,,0,117,3147,4,10,67
"G0500110","1925","Arkansas","050","Bradley","0110","BRADLEY",14466,13843,0,575,48,52,210,812,3,0,0,,0,27,246,89,403,0
"G0500130","1925","Arkansas","050","Calhoun","0130","CALHOUN",16394,16312,0,78,4,57,10,354,0,0,0,,0,22,188,124,108,1
"G0500150","1925","Arkansas","050","Carroll","0150","CARROLL",24760,23631,60,976,93,1801,3056,6297,32,16,0,,0,228,2537,4,0,50
"G0500170","1925","Arkansas","050","Chicot","0170","CHICOT",17277,16473,15,307,482,60,129,158,0,0,0,,0,5,2,2,0,0
"G0500190","1925","Arkansas","050","Clark","0190","CLARK",32028,31638,17,199,174,80,57,981,0,0,0,,0,95,797,390,193,8
"G0500210","1925","Arkansas","050","Clay","0210","CLAY",48156,46501,66,898,691,1057,425,2499,0,18,0,,564,8,124,2,0,3
"G0500230","1925","Arkansas","050","Cleburne","0230","CLEBURNE",19845,19267,8,536,34,72,27,3025,0,0,0,,0,88,2361,60,2,14
"G0500250","1925","Arkansas","050","Cleveland","0250","CLEVELAND",16881,16161,75,618,27,0,0,481,0,0,0,,0,135,399,303,138,0
"G0500270","1925","Arkansas","050","Columbia","0270","COLUMBIA",42285,39542,125,2129,489,23,125,1400,0,0,0,,0,67,569,82,1243,13
"G0500290","1925","Arkansas","050","Conway","0290","CONWAY",31609,31156,24,338,91,149,35,2626,0,0,0,,0,51,1350,290,2,9
"G0500310","1925","Arkansas","050","Craighead","0310","CRAIGHEAD",46635,45484,95,748,308,222,517,1742,0,0,0,,2037,18,249,110,4,85
"G0500330","1925","Arkansas","050","Crawford","0330","CRAWFORD",25153,23900,24,1173,56,199,40,3116,0,0,0,,0,58,3438,493,26,86
"G0500350","1925","Arkansas","050","Crittenden","0350","CRITTENDEN",26692,22942,0,3662,88,10,45,874,0,0,0,,0,0,1094,0,0,0
"G0500370","1925","Arkansas","050","Cross","0370","CROSS",21810,20271,337,1007,195,237,258,640,0,2,0,,2412,3,552,21,0,2
"G0500390","1925","Arkansas","050","Dallas","0390","DALLAS",15986,15732,0,130,124,0,8,376,0,6,0,,0,4,523,340,1250,0
"G0500410","1925","Arkansas","050","Desha","0410","DESHA",14567,14007,0,455,105,4,184,44,0,0,0,,0,0,14,0,0,0
"G0500430","1925","Arkansas","050","Drew","0430","DREW",23328,21759,105,1154,310,0,300,631,0,0,0,,0,7,266,146,76,0
"G0500450","1925","Arkansas","050","Faulkner","0450","FAULKNER",44338,44118,0,208,12,127,139,2597,1,0,0,,0,121,2223,930,8,6
"G0500470","1925","Arkansas","050","Franklin","0470","FRANKLIN",31790,31535,0,140,115,367,3186,1882,0,5,0,,0,166,1557,325,1,48
"G0500490","1925","Arkansas","050","Fulton","0490","FULTON",19203,19103,0,95,5,464,525,1731,0,11,0,,0,57,1943,20,1,24
"G0500510","1925","Arkansas","050","Garland","0510","GARLAND",16457,16040,50,355,12,370,239,2297,0,11,0,,0,36,2047,118,32,15
"G0500530","1925","Arkansas","050","Grant","0530","GRANT",17135,16774,0,297,64,11,25,686,0,0,0,,0,21,669,446,21,0
"G0500550","1925","Arkansas","050","Greene","0550","GREENE",40101,38752,30,1044,275,590,621,1605,0,0,0,,0,8,264,22,0,4
"G0500570","1925","Arkansas","050","Hempstead","0570","HEMPSTEAD",47375,46797,20,375,183,45,134,1705,0,20,0,,0,36,717,363,253,0
"G0500590","1925","Arkansas","050","Hot Spring","0590","HOT SPRING",22103,22024,0,67,12,60,16,869,0,8,0,,0,13,750,101,184,2
"G0500610","1925","Arkansas","050","Howard","0610","HOWARD",27796,27754,0,26,16,121,14,1951,0,0,0,,0,80,662,72,0,0
"G0500630","1925","Arkansas","050","Independence","0630","INDEPENDENCE",36998,36324,20,599,55,799,867,2161,3,7,0,,0,28,2597,135,5,25
"G0500650","1925","Arkansas","050","Izard","0650","IZARD",28334,28131,0,145,58,265,100,2486,0,0,0,,0,67,1409,26,1,0
"G0500670","1925","Arkansas","050","Jackson","0670","JACKSON",26097,24559,16,1231,291,94,93,904,0,0,0,,400,9,933,16,1,35
"G0500690","1925","Arkansas","050","Jefferson","0690","JEFFERSON",26037,25398,66,460,113,86,45,405,0,0,0,,20,19,726,183,15,0
"G0500710","1925","Arkansas","050","Johnson","0710","JOHNSON",28215,28002,0,189,24,72,168,3446,0,6,0,,0,110,1054,237,24,32
"G0500730","1925","Arkansas","050","Lafayette","0730","LAFAYETTE",21965,20908,68,575,414,158,10,517,0,0,0,,50,15,515,73,453,0
"G0500750","1925","Arkansas","050","Lawrence","0750","LAWRENCE",29451,28845,73,318,215,90,90,862,0,0,0,,155,20,466,10,0,1
"G0500770","1925","Arkansas","050","Lee","0770","LEE",29545,28311,22,899,313,73,404,607,0,0,0,,2900,50,78,1,3,0
"G0500790","1925","Arkansas","050","Lincoln","0790","LINCOLN",18526,18268,118,85,55,29,0,181,0,0,0,,0,12,298,31,1,0
"G0500810","1925","Arkansas","050","Little River","0810","LITTLE RIVER",15350,14850,0,450,50,53,80,646,0,0,0,,0,35,391,84,3,0
"G0500830","1925","Arkansas","050","Logan","0830","LOGAN",41866,41509,0,288,69,350,1316,4044,1,0,0,,0,108,1420,145,1,19
"G0500850","1925","Arkansas","050","Lonoke","0850","LONOKE",35500,33835,41,968,656,100,1298,1473,0,25,0,,25842,42,1207,136,1,17
"G0500870","1925","Arkansas","050","Madison","0870","MADISON",29172,28211,0,763,198,1600,3832,6651,0,25,0,,0,54,2414,7,16,158
"G0500890","1925","Arkansas","050","Marion","0890","MARION",16630,16139,0,482,9,545,454,2280,0,3,0,,0,89,1839,2,0,5
"G0500910","1925","Arkansas","050","Miller","0910","MILLER",19656,18530,29,935,162,18,10,884,0,0,0,,0,7,449,132,55,1
"G0500930","1925","Arkansas","050","Mississippi","0930","MISSISSIPPI",54830,53585,78,889,278,13,140,586,0,0,0,,0,6,469,2,0,0
"G0500950","1925","Arkansas","050","Monroe","0950","MONROE",16203,13821,43,1665,674,0,81,274,0,0,0,,1238,5,134,14,0,0
"G0500970","1925","Arkansas","050","Montgomery","0970","MONTGOMERY",18261,18110,0,129,22,171,181,2678,0,3,0,,0,2,840,67,90,19
"G0500990","1925","Arkansas","050","Nevada","0990","NEVADA",35525,35062,0,328,135,12,72,1645,0,0,0,,0,15,525,395,672,19
"G0501010","1925","Arkansas","050","Newton","1010","NEWTON",18824,18323,0,333,168,576,461,4559,5,13,0,,0,20,1971,17,13,213
"G0501030","1925","Arkansas","050","Ouachita","1030","OUACHITA",22246,21905,0,304,37,32,28,584,0,8,0,,0,10,171,252,1078,0
"G0501050","1925","Arkansas","050","Perry","1050","PERRY",14060,13662,0,202,196,48,21,1799,0,0,0,,0,28,1343,120,1,5
"G0501070","1925","Arkansas","050","Phillips","1070","PHILLIPS",28392,26550,57,593,1192,95,165,309,0,0,0,,200,2,64,1,1,0
"G0501090","1925","Arkansas","050","Pike","1090","PIKE",19335,19220,0,79,36,89,0,1654,0,0,0,,0,55,1277,134,106,6
"G0501110","1925","Arkansas","050","Poinsett","1110","POINSETT",19673,18226,0,521,926,136,72,861,0,0,0,,9416,7,244,11,0,5
"G0501130","1925","Arkansas","050","Polk","1130","POLK",18111,17864,23,185,39,181,101,3567,0,13,0,,0,94,1965,153,41,87
"G0501150","1925","Arkansas","050","Pope","1150","POPE",40503,40045,59,349,50,93,45,2913,0,12,0,,0,89,2209,133,15,18
"G0501170","1925","Arkansas","050","Prairie","1170","PRAIRIE",21861,20021,149,1432,259,78,3457,1105,0,11,0,,21977,0,872,75,4,3
"G0501190","1925","Arkansas","050","Pulaski","1190","PULASKI",26174,23469,148,2335,222,136,1100,2342,0,33,0,,0,16,1041,150,29,94
"G0501210","1925","Arkansas","050","Randolph","1210","RANDOLPH",34207,33442,24,574,167,209,34,1551,0,0,0,,0,42,906,5,0,3
"G0501230","1925","Arkansas","050","St Francis","1230","ST FRANCIS",32315,29950,104,1714,547,87,40,449,0,0,0,,3965,1,626,8,0,0
"G0501250","1925","Arkansas","050","Saline","1250","SALINE",18588,18014,0,541,33,310,300,2366,0,13,0,,0,28,965,103,16,8
"G0501270","1925","Arkansas","050","Scott","1270","SCOTT",22594,22297,12,235,50,101,41,2002,0,0,0,,0,195,1615,44,5,1
"G0501290","1925","Arkansas","050","Searcy","1290","SEARCY",25207,24327,48,827,5,475,2842,5420,0,12,0,,0,65,2278,4,2,30
"G0501310","1925","Arkansas","050","Sebastian","1310","SEBASTIAN",31520,30989,27,399,105,157,1827,3479,47,0,0,,0,231,2633,160,11,6
"G0501330","1925","Arkansas","050","Sevier","1330","SEVIER",20036,18734,0,1113,189,53,0,1891,0,0,0,,0,58,1260,219,59,8
"G0501350","1925","Arkansas","050","Sharp","1350","SHARP",18266,17954,0,258,54,115,132,1366,0,0,0,,0,25,2038,11,4,15
"G0501370","1925","Arkansas","050","Stone","1370","STONE",15992,15223,19,697,53,284,724,2463,0,12,0,,0,59,1587,15,0,13
"G0501390","1925","Arkansas","050","Union","1390","UNION",26575,25485,0,785,305,54,4,441,0,0,0,,0,18,292,409,2329,14
"G0501410","1925","Arkansas","050","Van Buren","1410","VAN BUREN",26992,26649,0,289,54,21,109,3115,0,2,0,,0,172,1957,308,2,38
"G0501430","1925","Arkansas","050","Washington","1430","WASHINGTON",42919,40256,128,2352,183,10182,10070,14054,51,120,0,,0,226,5882,30,53,259
"G0501450","1925","Arkansas","050","White","1450","WHITE",38730,37015,22,1509,184,58,217,3718,0,7,0,,0,115,2506,156,1,19
"G0501470","1925","Arkansas","050","Woodruff","1470","WOODRUFF",25543,24783,42,609,109,57,0,132,0,0,0,,2734,6,374,4,0,1
"G0501490","1925","Arkansas","050","Yell","1490","YELL",38325,38005,0,73,247,498,247,4130,6,0,0,,0,69,2578,128,16,0
"G0600010","1925","California","060","Alameda","0010","ALAMEDA",54,25,0,28,1,875,635,378,2584,,0,0,0,0,,,,55
"G0600030","1925","California","060","Alpine","0030","ALPINE",0,0,0,0,0,174,0,0,4,,0,0,0,0,,,,0
"G0600050","1925","California","060","Amador","0050","AMADOR",156,43,113,0,0,500,447,226,586,,0,0,0,0,,,,22
"G0600070","1925","California","060","Butte","0070","BUTTE",434,109,58,18,249,21842,1364,491,34247,,0,0,20742,1554,,,,1520
"G0600090","1925","California","060","Calaveras","0090","CALAVERAS",48,30,0,0,18,245,113,297,395,,0,0,0,0,,,,9
"G0600110","1925","California","060","Colusa","0110","COLUSA",130,0,40,85,5,17494,80,0,94928,,0,0,15938,112,,,,391
"G0600130","1925","California","060","Contra Costa","0130","CONTRA COSTA",4355,4153,30,81,91,1801,100,91,27328,,0,0,0,63,,,,1742
"G0600150","1925","California","060","Del Norte","0150","DEL NORTE",496,8,162,309,17,0,91,29,33,,0,0,0,0,,,,4
"G0600170","1925","California","060","El Dorado","0170","EL DORADO",42,21,3,2,16,103,268,187,41,,0,0,0,4,,,,1
"G0600190","1925","California","060","Fresno","0190","FRESNO",1772,421,0,770,581,7962,183,890,6860,,0,0,0,601,,,,99
"G0600210","1925","California","060","Glenn","0210","GLENN",706,464,73,135,34,18555,572,20,59688,,0,0,8573,1697,,,,0
"G0600230","1925","California","060","Humboldt","0230","HUMBOLDT",478,127,31,245,75,196,567,1975,79,,0,0,0,6,,,,44
"G0600250","1925","California","060","Imperial","0250","IMPERIAL",4613,2400,1460,333,420,1490,208,130,14240,,0,0,0,10622,,,,214
"G0600270","1925","California","060","Inyo","0270","INYO",1632,781,770,45,36,847,215,241,85,,0,0,0,0,,,,45
"G0600290","1925","California","060","Kern","0290","KERN",1966,983,238,235,510,17995,1000,1037,6233,,0,0,17,5321,,,,215
"G0600310","1925","California","060","Kings","0310","KINGS",293,65,105,104,19,18312,20,34,9168,,0,0,0,1887,,,,10
"G0600330","1925","California","060","Lake","0330","LAKE",460,268,41,55,96,1506,244,61,1042,,0,0,0,41,,,,99
"G0600350","1925","California","060","Lassen","0350","LASSEN",28,0,16,6,6,2352,415,20,303,,0,0,0,0,,,,0
"G0600370","1925","California","060","Los Angeles","0370","LOS ANGELES",2796,230,2031,417,118,21,294,3897,410,,0,0,0,0,,,,14247
"G0600390","1925","California","060","Madera","0390","MADERA",190,28,52,29,81,21787,726,129,39099,,0,0,0,827,,,,48
"G0600410","1925","California","060","Marin","0410","MARIN",201,1,184,16,0,5,1202,1473,32,,0,0,0,0,,,,41
"G0600430","1925","California","060","Mariposa","0430","MARIPOSA",79,4,0,1,74,64,77,40,223,,0,0,0,0,,,,49
"G0600450","1925","California","060","Mendocino","0450","MENDOCINO",857,117,467,129,144,3228,2040,1159,1239,,0,0,0,0,,,,143
"G0600470","1925","California","060","Merced","0470","MERCED",673,30,408,47,188,3005,2737,265,23886,,0,0,0,2718,,,,2929
"G0600490","1925","California","060","Modoc","0490","MODOC",0,0,0,0,0,1860,1515,10,821,,0,0,0,0,,,,1
"G0600510","1925","California","060","Mono","0510","MONO",80,7,4,0,69,20,4,0,30,,0,0,0,0,,,,0
"G0600530","1925","California","060","Monterey","0530","MONTEREY",327,72,52,193,10,5289,728,250,15328,,0,0,0,0,,,,16611
"G0600550","1925","California","060","Napa","0550","NAPA",499,212,122,91,74,1375,1914,672,1111,,0,0,0,10,,,,0
"G0600570","1925","California","060","Nevada","0570","NEVADA",55,3,18,32,2,8,0,33,0,,0,0,0,0,,,,2
"G0600590","1925","California","060","Orange","0590","ORANGE",1346,162,864,245,75,3375,250,483,11115,,0,0,0,4,,,,24470
"G0600610","1925","California","060","Placer","0610","PLACER",49,5,10,17,17,9337,3675,151,2127,,0,0,0,0,,,,30
"G0600630","1925","California","060","Plumas","0630","PLUMAS",0,0,0,0,0,220,378,20,151,,0,0,0,0,,,,0
"G0600650","1925","California","060","Riverside","0650","RIVERSIDE",2608,469,1036,535,568,15586,549,761,17602,,0,0,0,152,,,,224
"G0600670","1925","California","060","Sacramento","0670","SACRAMENTO",4888,4596,275,10,7,30028,6681,148,11941,,0,0,2406,186,,,,7597
"G0600690","1925","California","060","San Benito","0690","SAN BENITO",256,11,40,53,152,43,0,0,0,,0,0,0,0,,,,13
"G0600710","1925","California","060","San Bernardino","0710","SAN BERNARDINO",3206,474,2274,403,55,79,175,2637,376,,0,0,0,192,,,,997
"G0600730","1925","California","060","San Diego","0730","SAN DIEGO",4749,929,1883,1286,651,1147,311,1539,4290,,0,0,0,120,,,,6790
"G0600750","1925","California","060","San Francisco","0750","SAN FRANCISCO",0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0
"G0600770","1925","California","060","San Joaquin","0770","SAN JOAQUIN",22059,14634,442,310,6673,30612,11709,1572,105024,,0,0,0,1312,,,,15336
"G0600790","1925","California","060","San Luis Obispo","0790","SAN LUIS OBISPO",2056,653,464,381,558,8789,319,35,3939,,0,0,0,0,,,,4126
"G0600810","1925","California","060","San Mateo","0810","SAN MATEO",202,23,170,9,0,61,5897,2212,1017,,0,0,0,0,,,,221
"G0600830","1925","California","060","Santa Barbara","0830","SANTA BARBARA",4415,152,127,137,3999,324,2410,4552,5131,,0,0,0,0,,,,34657
"G0600850","1925","California","060","Santa Clara","0850","SANTA CLARA",190,45,12,88,45,10,301,43,2524,,0,0,0,0,,,,109
"G0600870","1925","California","060","Santa Cruz","0870","SANTA CRUZ",658,300,121,217,20,31,256,1251,259,,0,0,0,0,,,,548
"G0600890","1925","California","060","Shasta","0890","SHASTA",250,91,36,36,87,3912,74,39,552,,0,0,0,176,,,,54
"G0600910","1925","California","060","Sierra","0910","SIERRA",0,0,0,0,0,2,0,0,0,,0,0,0,0,,,,0
